episode,step,score,best_score
554,4085,16.313409768686896,62.019176973224624
555,4090,16.313409768686896,62.019176973224624
556,4094,16.313409768686896,62.019176973224624
557,4098,16.313409768686896,62.019176973224624
558,4103,16.313409768686896,62.019176973224624
559,4107,16.313409768686896,62.019176973224624
560,4111,16.313409768686896,62.019176973224624
561,4116,16.313409768686896,62.019176973224624
562,4120,16.313409768686896,62.019176973224624
563,4125,16.313409768686896,62.019176973224624
564,4129,16.313409768686896,62.019176973224624
565,4133,16.313409768686896,62.019176973224624
566,4137,16.313409768686896,62.019176973224624
567,4141,16.313409768686896,62.019176973224624
568,4146,20.92130846879732,36.91843960178949
569,4151,16.313409768686896,62.019176973224624
570,4156,16.313409768686896,62.019176973224624
571,4161,17.884061459200836,43.317698545925
572,4165,16.313409768686896,62.019176973224624
573,4170,16.313409768686896,62.019176973224624
574,4174,16.313409768686896,62.019176973224624
575,4178,43.317698545925,62.019176973224624
576,4182,16.313409768686896,62.019176973224624
577,4186,16.313409768686896,62.019176973224624
578,4190,16.313409768686896,62.019176973224624
579,4194,16.313409768686896,62.019176973224624
580,4198,16.313409768686896,62.019176973224624
581,4202,16.313409768686896,62.019176973224624
582,4206,16.313409768686896,62.019176973224624
583,4210,16.313409768686896,62.019176973224624
584,4214,16.313409768686896,62.019176973224624
585,4219,16.313409768686896,62.019176973224624
586,4224,17.884061459200836,62.019176973224624
587,4228,16.313409768686896,62.019176973224624
588,4232,16.313409768686896,62.019176973224624
589,4236,16.313409768686896,62.019176973224624
590,4241,20.92130846879732,62.019176973224624
591,4246,16.313409768686896,62.019176973224624
592,4251,16.313409768686896,62.019176973224624
593,4255,16.313409768686896,62.019176973224624
594,4259,16.313409768686896,62.019176973224624
595,4263,16.313409768686896,62.019176973224624
596,4268,17.884061459200836,62.019176973224624
597,4272,16.313409768686896,62.019176973224624
598,4276,16.313409768686896,62.019176973224624
599,4280,16.313409768686896,62.019176973224624
600,4284,16.313409768686896,62.019176973224624
601,4288,16.313409768686896,62.019176973224624
602,4293,16.313409768686896,62.019176973224624
603,4297,16.313409768686896,62.019176973224624
604,4302,17.884061459200836,62.019176973224624
605,4306,16.313409768686896,62.019176973224624
606,4310,16.313409768686896,62.019176973224624
607,4314,16.313409768686896,62.019176973224624
608,4318,16.313409768686896,62.019176973224624
609,4322,16.313409768686896,62.019176973224624
610,4326,16.313409768686896,62.019176973224624
611,4330,16.313409768686896,62.019176973224624
612,4336,19.941425721966034,25.63043069926693
613,4341,16.313409768686896,62.019176973224624
614,4345,16.313409768686896,62.019176973224624
615,4350,16.313409768686896,62.019176973224624
