step,acc,bcr,mcr,r,dr,ar,tr,br,mr,bonus,total_ar,total_bcr,total_mcr
0,90.9,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,90.9,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,91.0,16.0,4.0,23.5552314725914,0.0,0.4275087003141774,0,21.024642464246423,2.103080308030803,0.0,0.4275087003141774,21.024642464246423,2.103080308030803
3,91.0,16.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.4275087003141774,21.024642464246423,2.103080308030803
4,90.7,32.0,8.0,21.67474037266946,0.0,-3.386645765944397,0,22.276787678767874,2.7845984598459843,0.0,-2.9591370656302196,43.3014301430143,4.887678767876787
5,90.7,32.0,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-2.9591370656302196,43.3014301430143,4.887678767876787
6,90.7,32.0,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-2.9591370656302196,43.3014301430143,4.887678767876787
7,90.7,32.0,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-2.9591370656302196,43.3014301430143,4.887678767876787
8,90.7,32.0,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-2.9591370656302196,43.3014301430143,4.887678767876787
9,90.7,32.0,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-2.9591370656302196,43.3014301430143,4.887678767876787
10,90.8,32.11261895467404,8.0,1.6251610540061847,0.0,1.4122224234433258,0,0.20677801450125413,0.006160616061606027,0.0,-1.5469146421868938,43.508208157515554,4.893839383938393
11,90.8,32.11261895467404,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-1.5469146421868938,43.508208157515554,4.893839383938393
12,90.8,32.11261895467404,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-1.5469146421868938,43.508208157515554,4.893839383938393
13,90.8,32.11261895467404,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-1.5469146421868938,43.508208157515554,4.893839383938393
