episode,step,score,best_as,best_step,best_bcrs,best_mcrs,best_crs,best_score
1,124,22.04932546380064,-1.5469146421868913,85,24.016910546113166,6.334361767650835,30.351272313764,38.804357671577094
2,249,52.04932546380064,-1.5469146421868984,197,24.016910546113166,6.334361767650835,30.351272313764,38.804357671577094
3,323,25.719087463937804,-1.5469146421868984,310,24.01691054611317,6.334361767650834,30.35127231376401,38.804357671577094
4,346,47.34691637589509,-1.546914642186895,338,54.30342207578438,6.334361767650834,59.637783843435216,58.09086920124832
5,376,20.474076829710132,-17.28059512770239,376,34.233653262161205,3.5210186952513154,37.75467195741252,20.474076829710132
6,400,49.51616120331842,-17.83082813311301,397,63.05427155662302,7.014339657102001,70.06861121372502,52.23778308061201
7,425,53.26255085676362,-16.71105180566529,425,62.941907910485284,7.031694751943623,69.9736026624289,53.26255085676362
8,450,-19.404621396330818,3.717922766870649,429,0.08292351265719211,0.03785506365846083,0.12077857631565295,3.838701343186302
9,476,-17.946031329230905,6.530422766870707,455,0.10512916027483321,0.04027426058848862,0.14540342086332184,6.675826187734029
10,506,-16.10266476581738,3.717922766870649,479,0.08292351265719211,0.03785506365846083,0.12077857631565295,3.838701343186302
11,526,17.856453343164322,-6.580828133113005,520,27.286495931133732,2.801686694909887,30.08818262604362,23.507354492930613
12,547,52.74039967100716,-17.280595127702398,547,62.997977594186736,7.023017204522813,70.02099479870955,52.74039967100716
13,576,52.254732063843655,-1.546914642186895,561,54.418828919935955,6.334361767650834,60.75319068758679,59.20627604539989
14,600,-16.089328711688943,3.717922766870649,579,0.08292351265719211,0.03785506365846083,0.12077857631565295,3.838701343186302
15,629,49.11685311666728,-22.900768984470652,627,65.22723300640418,7.266458695626788,72.49369170203096,49.59292271756031
16,656,20.648139809547384,-1.5469146421868936,635,23.08331793320643,2.2972034992202817,25.38052143242671,23.833606790239816
17,678,52.08303786147276,-16.120793331856216,678,61.33834224218322,6.865488951145745,68.20383119332897,52.08303786147276
18,704,-14.931059243758988,6.530422766870707,682,0.1051291602748332,0.04027426058848862,0.1454034208633218,6.675826187734029
19,731,54.53052465883475,-1.5469146421868913,720,56.41882891993595,6.334361767650834,62.75319068758678,59.20627604539989
20,752,17.59120897146703,-12.796914642186794,748,29.39540989915325,3.0186667425646077,32.414076641717855,19.617161999531064
21,774,14.892103507010475,-14.87169106748283,770,29.373261696335867,3.008071919307166,32.38133361564303,17.50964254816021
22,796,-20.309311324497777,3.717922766870649,778,0.08292351265719211,0.03785506365846083,0.12077857631565295,3.838701343186302
23,819,17.351637831387865,-9.539965198743293,810,27.248346729065144,2.7900660532232378,30.038412782288383,20.498447583545094
24,846,54.39235311922843,-1.5469146421868984,834,56.418828919935955,6.334361767650833,62.75319068758679,59.20627604539989
25,869,15.286937765847876,-14.871691067482827,864,29.250659060095487,3.008071919307166,32.25873097940265,17.387039911919825
26,893,17.351637831387862,-14.871691067482834,888,29.250659060095487,3.0080719193071657,32.25873097940265,17.38703991191982
27,913,52.86919562619554,-8.612265896583526,909,59.11867231376392,6.615977102277877,65.7346494160418,57.12238351945828
28,934,52.08303786147276,-16.120793331856213,934,61.338342242183224,6.865488951145746,68.20383119332897,52.08303786147276
29,954,15.418269983552458,-14.871691067482832,950,29.373261696335867,3.008071919307166,32.38133361564303,17.50964254816021
30,976,17.856453343164322,2.0727157335923976,960,22.65245780935546,2.244969062820436,24.8974268721759,26.97014260576829
31,1003,49.382527159682006,-21.23465929584287,1001,64.10012620329448,7.127752219937122,71.2278784232316,49.99321912738875
32,1022,18.638408925603834,0.9054227668706489,1007,22.223052590700803,2.238517871007029,24.461570461707833,25.36699322857848
33,1055,52.117658209474314,-1.5469146421868913,1039,54.18847501985651,6.334361767650835,60.522836787507345,58.97592214532045
34,1086,-14.321490861449409,1.4472370485836796,1063,0.11463640334251249,0.03543586672843303,0.15007227007094553,1.5973093186546254
35,1117,-16.104871990929663,6.530422766870705,1090,0.10512916027483321,0.04027426058848862,0.14540342086332184,6.675826187734028
36,1143,54.53052465883475,-1.5469146421868913,1133,56.418828919935955,6.334361767650834,62.75319068758679,59.20627604539989
37,1164,52.74039967100717,-17.280595127702398,1164,62.997977594186736,7.023017204522812,70.02099479870955,52.74039967100717
